task_id,hash,native_id,name,status,exit,submit,duration,realtime,%cpu,peak_rss,peak_vmem,rchar,wchar
36,35/b8f92f,56149,S3_param_sweep (34),COMPLETED,0,2019-09-16 13:58:47.701,356ms,17ms,0.0%,0,0,55.7 KB,3 KB
34,0b/9c5a19,56206,S3_param_sweep (32),COMPLETED,0,2019-09-16 13:58:47.740,364ms,28ms,0.0%,0,0,55.7 KB,3 KB
60,35/00e232,56288,S3_param_sweep (58),COMPLETED,0,2019-09-16 13:58:47.778,366ms,18ms,0.0%,0,0,55.7 KB,3 KB
35,c0/19947c,56339,S3_param_sweep (33),COMPLETED,0,2019-09-16 13:58:47.817,353ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
37,0c/082bac,56469,S3_param_sweep (35),COMPLETED,0,2019-09-16 13:58:47.855,343ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
38,07/8ef2a1,56554,S3_param_sweep (36),COMPLETED,0,2019-09-16 13:58:47.894,341ms,18ms,0.0%,0,0,55.6 KB,2.9 KB
39,93/59d992,56691,S3_param_sweep (37),COMPLETED,0,2019-09-16 13:58:47.944,385ms,18ms,0.0%,0,0,55.7 KB,3 KB
41,47/d026dd,56772,S3_param_sweep (39),COMPLETED,0,2019-09-16 13:58:47.984,351ms,18ms,0.0%,0,0,55.7 KB,3 KB
43,34/17feb6,56935,S3_param_sweep (41),COMPLETED,0,2019-09-16 13:58:48.059,343ms,18ms,0.0%,0,0,55.7 KB,3 KB
42,c5/c28df9,56846,S3_param_sweep (40),COMPLETED,0,2019-09-16 13:58:48.022,416ms,18ms,0.0%,0,0,55.7 KB,3 KB
45,34/40adb6,57010,S3_param_sweep (43),COMPLETED,0,2019-09-16 13:58:48.099,341ms,19ms,0.0%,0,0,55.7 KB,3 KB
44,8d/afacf8,57065,S3_param_sweep (42),COMPLETED,0,2019-09-16 13:58:48.138,334ms,18ms,0.0%,0,0,55.7 KB,3 KB
46,82/9dab30,57118,S3_param_sweep (44),COMPLETED,0,2019-09-16 13:58:48.176,332ms,18ms,0.0%,0,0,55.7 KB,3 KB
77,c8/114e5b,57192,S3_param_sweep (75),COMPLETED,0,2019-09-16 13:58:48.215,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
47,72/6a3fa7,57337,S3_param_sweep (45),COMPLETED,0,2019-09-16 13:58:48.269,337ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
48,e9/8241cf,57445,S3_param_sweep (46),COMPLETED,0,2019-09-16 13:58:48.308,335ms,18ms,0.0%,0,0,55.7 KB,3 KB
49,f0/1a19b1,57559,S3_param_sweep (47),COMPLETED,0,2019-09-16 13:58:48.348,333ms,17ms,0.0%,0,0,55.7 KB,3 KB
52,b3/3cc221,57644,S3_param_sweep (50),COMPLETED,0,2019-09-16 13:58:48.387,334ms,18ms,0.0%,0,0,55.7 KB,3 KB
53,e5/187d90,57722,S3_param_sweep (51),COMPLETED,0,2019-09-16 13:58:48.426,336ms,17ms,0.0%,0,0,55.7 KB,3 KB
69,b3/56e4c7,57791,S3_param_sweep (67),COMPLETED,0,2019-09-16 13:58:48.463,335ms,18ms,0.0%,0,0,55.7 KB,3 KB
54,ea/9e05e5,57867,S3_param_sweep (52),COMPLETED,0,2019-09-16 13:58:48.502,333ms,17ms,0.0%,0,0,55.7 KB,3 KB
55,45/249e26,57945,S3_param_sweep (53),COMPLETED,0,2019-09-16 13:58:48.540,335ms,18ms,0.0%,0,0,55.7 KB,3 KB
67,45/b9faaa,58030,S3_param_sweep (65),COMPLETED,0,2019-09-16 13:58:48.578,335ms,18ms,0.0%,0,0,55.7 KB,3 KB
86,c0/54394c,58108,S3_param_sweep (84),COMPLETED,0,2019-09-16 13:58:48.616,337ms,17ms,0.0%,0,0,55.7 KB,3 KB
78,45/733f7a,58194,S3_param_sweep (76),COMPLETED,0,2019-09-16 13:58:48.655,330ms,18ms,0.0%,0,0,55.7 KB,3 KB
56,6e/909963,58284,S3_param_sweep (54),COMPLETED,0,2019-09-16 13:58:48.694,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
58,db/adfc26,58363,S3_param_sweep (56),COMPLETED,0,2019-09-16 13:58:48.732,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
88,82/490c3d,58446,S3_param_sweep (86),COMPLETED,0,2019-09-16 13:58:48.769,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
59,bd/ccdb28,58531,S3_param_sweep (57),COMPLETED,0,2019-09-16 13:58:48.806,334ms,17ms,0.0%,0,0,55.7 KB,3 KB
61,bf/2a9b30,58616,S3_param_sweep (59),COMPLETED,0,2019-09-16 13:58:48.844,336ms,18ms,0.0%,0,0,55.7 KB,3 KB
85,bf/2bec20,58751,S3_param_sweep (83),COMPLETED,0,2019-09-16 13:58:48.902,334ms,18ms,0.0%,0,0,55.7 KB,3 KB
62,cc/aeb55c,58837,S3_param_sweep (60),COMPLETED,0,2019-09-16 13:58:48.941,342ms,19ms,0.0%,0,0,55.7 KB,3 KB
64,4c/a24e1a,58922,S3_param_sweep (62),COMPLETED,0,2019-09-16 13:58:48.979,338ms,18ms,0.0%,0,0,55.7 KB,3 KB
63,e6/0b1b0a,59007,S3_param_sweep (61),COMPLETED,0,2019-09-16 13:58:49.017,340ms,18ms,0.0%,0,0,55.7 KB,3 KB
65,9e/63fd33,59084,S3_param_sweep (63),COMPLETED,0,2019-09-16 13:58:49.054,363ms,20ms,0.0%,0,0,55.7 KB,3 KB
66,b2/08f254,59150,S3_param_sweep (64),COMPLETED,0,2019-09-16 13:58:49.093,368ms,18ms,0.0%,0,0,55.7 KB,3 KB
68,19/4b2b64,59214,S3_param_sweep (66),COMPLETED,0,2019-09-16 13:58:49.131,379ms,18ms,0.0%,0,0,55.7 KB,3 KB
101,8d/60a8a6,59297,S3_param_sweep (99),COMPLETED,0,2019-09-16 13:58:49.170,397ms,30ms,0.0%,0,0,55.7 KB,2.9 KB
76,4b/a0b675,59379,S3_param_sweep (74),COMPLETED,0,2019-09-16 13:58:49.209,384ms,19ms,0.0%,0,0,55.7 KB,3 KB
70,64/14bee0,59462,S3_param_sweep (68),COMPLETED,0,2019-09-16 13:58:49.248,396ms,18ms,0.0%,0,0,55.7 KB,3 KB
71,18/4c4eb8,59524,S3_param_sweep (69),COMPLETED,0,2019-09-16 13:58:49.287,404ms,29ms,0.0%,0,0,55.7 KB,3 KB
72,11/3e6482,59609,S3_param_sweep (70),COMPLETED,0,2019-09-16 13:58:49.326,402ms,18ms,0.0%,0,0,55.7 KB,3 KB
96,18/99dc0e,59684,S3_param_sweep (94),COMPLETED,0,2019-09-16 13:58:49.366,404ms,28ms,0.0%,0,0,55.7 KB,3 KB
73,c4/3b31d0,59760,S3_param_sweep (71),COMPLETED,0,2019-09-16 13:58:49.405,407ms,19ms,0.0%,0,0,55.7 KB,3 KB
104,c4/e13bae,59843,S3_param_sweep (102),COMPLETED,0,2019-09-16 13:58:49.445,376ms,18ms,0.0%,0,0,55.7 KB,3 KB
74,2c/acc2de,59930,S3_param_sweep (72),COMPLETED,0,2019-09-16 13:58:49.483,355ms,19ms,0.0%,0,0,55.7 KB,3 KB
109,19/4cbfad,60012,S3_param_sweep (107),COMPLETED,0,2019-09-16 13:58:49.522,395ms,19ms,0.0%,0,0,55.7 KB,3 KB
75,c3/400dbc,60086,S3_param_sweep (73),COMPLETED,0,2019-09-16 13:58:49.561,367ms,19ms,0.0%,0,0,55.7 KB,3 KB
114,f1/3eed43,60204,S3_param_sweep (112),COMPLETED,0,2019-09-16 13:58:49.638,351ms,18ms,0.0%,0,0,55.7 KB,3 KB
79,5b/bfd9e5,60161,S3_param_sweep (77),COMPLETED,0,2019-09-16 13:58:49.599,408ms,18ms,0.0%,0,0,55.7 KB,3 KB
80,dc/adc167,60317,S3_param_sweep (78),COMPLETED,0,2019-09-16 13:58:49.676,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
81,cb/c6936a,60396,S3_param_sweep (79),COMPLETED,0,2019-09-16 13:58:49.714,349ms,18ms,0.0%,0,0,55.7 KB,3 KB
82,53/2b2d52,60499,S3_param_sweep (80),COMPLETED,0,2019-09-16 13:58:49.752,352ms,20ms,0.0%,0,0,55.7 KB,3 KB
83,1d/517563,60567,S3_param_sweep (81),COMPLETED,0,2019-09-16 13:58:49.791,348ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
84,5f/c1276d,60659,S3_param_sweep (82),COMPLETED,0,2019-09-16 13:58:49.829,348ms,18ms,0.0%,0,0,55.7 KB,3 KB
118,0b/ad7f0c,60792,S3_param_sweep (116),COMPLETED,0,2019-09-16 13:58:49.867,371ms,19ms,0.0%,0,0,55.7 KB,2.9 KB
87,73/2ca144,60911,S3_param_sweep (85),COMPLETED,0,2019-09-16 13:58:49.907,367ms,17ms,0.0%,0,0,55.7 KB,3 KB
113,5f/6ccd3e,60991,S3_param_sweep (111),COMPLETED,0,2019-09-16 13:58:49.946,350ms,18ms,0.0%,0,0,55.7 KB,3 KB
90,e4/71067e,61073,S3_param_sweep (88),COMPLETED,0,2019-09-16 13:58:49.985,355ms,18ms,0.0%,0,0,55.7 KB,3 KB
89,d1/de65cf,61156,S3_param_sweep (87),COMPLETED,0,2019-09-16 13:58:50.027,374ms,17ms,0.0%,0,0,55.7 KB,3 KB
123,ea/9ab78f,61213,S3_param_sweep (121),COMPLETED,0,2019-09-16 13:58:50.064,346ms,17ms,0.0%,0,0,55.7 KB,3 KB
117,e4/8d7bb9,61304,S3_param_sweep (115),COMPLETED,0,2019-09-16 13:58:50.102,348ms,18ms,0.0%,0,0,55.7 KB,3 KB
91,62/f8ad20,61395,S3_param_sweep (89),COMPLETED,0,2019-09-16 13:58:50.140,346ms,18ms,0.0%,0,0,55.7 KB,3 KB
124,47/7b24bd,61482,S3_param_sweep (122),COMPLETED,0,2019-09-16 13:58:50.177,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
92,56/2fc5b3,61546,S3_param_sweep (90),COMPLETED,0,2019-09-16 13:58:50.215,355ms,17ms,0.0%,0,0,55.7 KB,2.9 KB
93,d0/d126e3,61620,S3_param_sweep (91),COMPLETED,0,2019-09-16 13:58:50.254,362ms,19ms,0.0%,0,0,55.7 KB,3 KB
126,0b/c2e1fc,61697,S3_param_sweep (124),COMPLETED,0,2019-09-16 13:58:50.292,331ms,17ms,0.0%,0,0,55.7 KB,3 KB
103,56/dbe8c5,61820,S3_param_sweep (101),COMPLETED,0,2019-09-16 13:58:50.330,339ms,18ms,0.0%,0,0,55.7 KB,3 KB
94,d2/2f6411,61918,S3_param_sweep (92),COMPLETED,0,2019-09-16 13:58:50.368,331ms,18ms,0.0%,0,0,55.7 KB,3 KB
130,c3/33decc,61984,S3_param_sweep (128),COMPLETED,0,2019-09-16 13:58:50.407,332ms,18ms,0.0%,0,0,55.7 KB,3 KB
132,75/9f773b,62067,S3_param_sweep (130),COMPLETED,0,2019-09-16 13:58:50.445,331ms,18ms,0.0%,0,0,55.7 KB,3 KB
95,15/5de637,62166,S3_param_sweep (93),COMPLETED,0,2019-09-16 13:58:50.483,342ms,18ms,0.0%,0,0,55.7 KB,3 KB
136,26/498a89,62258,S3_param_sweep (134),COMPLETED,0,2019-09-16 13:58:50.521,337ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
134,15/3ce8b8,62346,S3_param_sweep (132),COMPLETED,0,2019-09-16 13:58:50.559,334ms,17ms,0.0%,0,0,55.7 KB,2.9 KB
97,f2/aba8a1,62438,S3_param_sweep (95),COMPLETED,0,2019-09-16 13:58:50.599,333ms,18ms,0.0%,0,0,55.7 KB,3 KB
137,e7/9f9b11,62519,S3_param_sweep (135),COMPLETED,0,2019-09-16 13:58:50.638,338ms,19ms,0.0%,0,0,55.6 KB,2.9 KB
99,be/3f4d40,62604,S3_param_sweep (97),COMPLETED,0,2019-09-16 13:58:50.676,351ms,18ms,0.0%,0,0,55.7 KB,3 KB
140,75/dbcaea,62689,S3_param_sweep (138),COMPLETED,0,2019-09-16 13:58:50.714,353ms,17ms,0.0%,0,0,55.7 KB,3 KB
98,d7/0cd8d1,62773,S3_param_sweep (96),COMPLETED,0,2019-09-16 13:58:50.752,337ms,18ms,0.0%,0,0,55.7 KB,3 KB
142,e6/7ff3d0,62864,S3_param_sweep (140),COMPLETED,0,2019-09-16 13:58:50.791,359ms,18ms,0.0%,0,0,55.7 KB,3 KB
143,5f/9fcd85,62948,S3_param_sweep (141),COMPLETED,0,2019-09-16 13:58:50.830,333ms,17ms,0.0%,0,0,55.7 KB,2.9 KB
100,43/3581a9,63012,S3_param_sweep (98),COMPLETED,0,2019-09-16 13:58:50.867,344ms,17ms,0.0%,0,0,55.7 KB,3 KB
144,d4/b971eb,63091,S3_param_sweep (142),COMPLETED,0,2019-09-16 13:58:50.904,346ms,18ms,0.0%,0,0,55.7 KB,3 KB
102,1b/7f5404,63201,S3_param_sweep (100),COMPLETED,0,2019-09-16 13:58:50.942,378ms,17ms,0.0%,0,0,55.7 KB,3 KB
105,b4/7dff1d,63250,S3_param_sweep (103),COMPLETED,0,2019-09-16 13:58:50.980,348ms,18ms,0.0%,0,0,55.7 KB,3 KB
119,d5/25f236,63363,S3_param_sweep (117),COMPLETED,0,2019-09-16 13:58:51.019,375ms,18ms,0.0%,0,0,55.6 KB,2.9 KB
106,aa/0ba40e,63427,S3_param_sweep (104),COMPLETED,0,2019-09-16 13:58:51.057,368ms,18ms,0.0%,0,0,55.7 KB,3 KB
108,88/4f2859,63513,S3_param_sweep (106),COMPLETED,0,2019-09-16 13:58:51.095,372ms,29ms,0.0%,0,0,55.7 KB,3 KB
107,ed/1c2446,63584,S3_param_sweep (105),COMPLETED,0,2019-09-16 13:58:51.133,345ms,18ms,0.0%,0,0,55.7 KB,3 KB
110,e2/b493f1,63687,S3_param_sweep (108),COMPLETED,0,2019-09-16 13:58:51.172,368ms,28ms,0.0%,0,0,55.7 KB,2.9 KB
111,6a/81662b,63743,S3_param_sweep (109),COMPLETED,0,2019-09-16 13:58:51.210,348ms,18ms,0.0%,0,0,55.7 KB,3 KB
112,7a/d875ca,63840,S3_param_sweep (110),COMPLETED,0,2019-09-16 13:58:51.248,356ms,17ms,0.0%,0,0,55.7 KB,3 KB
116,8a/24751b,64019,S3_param_sweep (114),COMPLETED,0,2019-09-16 13:58:51.325,371ms,17ms,0.0%,0,0,55.7 KB,2.9 KB
115,20/8e4e95,63948,S3_param_sweep (113),COMPLETED,0,2019-09-16 13:58:51.287,416ms,18ms,0.0%,0,0,55.7 KB,3 KB
121,5c/bbf08d,64179,S3_param_sweep (119),COMPLETED,0,2019-09-16 13:58:51.401,350ms,18ms,0.0%,0,0,55.7 KB,3 KB
120,58/810a64,64107,S3_param_sweep (118),COMPLETED,0,2019-09-16 13:58:51.363,395ms,18ms,0.0%,0,0,55.7 KB,3 KB
122,d3/7c7d2d,64277,S3_param_sweep (120),COMPLETED,0,2019-09-16 13:58:51.438,371ms,19ms,0.0%,0,0,55.7 KB,3 KB
125,3c/5141e4,64341,S3_param_sweep (123),COMPLETED,0,2019-09-16 13:58:51.475,360ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
127,b0/c6b58a,64403,S3_param_sweep (125),COMPLETED,0,2019-09-16 13:58:51.513,341ms,18ms,0.0%,0,0,55.7 KB,2.9 KB
129,ac/398b7b,64561,S3_param_sweep (127),COMPLETED,0,2019-09-16 13:58:51.590,352ms,18ms,0.0%,0,0,55.7 KB,3 KB
128,8b/685df2,64473,S3_param_sweep (126),COMPLETED,0,2019-09-16 13:58:51.551,400ms,18ms,0.0%,0,0,55.6 KB,2.9 KB
131,d9/e2f326,64655,S3_param_sweep (129),COMPLETED,0,2019-09-16 13:58:51.628,365ms,19ms,0.0%,0,0,55.7 KB,3 KB
133,a7/4bc74b,64769,S3_param_sweep (131),COMPLETED,0,2019-09-16 13:58:51.665,392ms,18ms,0.0%,0,0,55.7 KB,3 KB
135,af/bd933e,64858,S3_param_sweep (133),COMPLETED,0,2019-09-16 13:58:51.704,378ms,18ms,0.0%,0,0,55.7 KB,3 KB
138,65/9cb2f5,64921,S3_param_sweep (136),COMPLETED,0,2019-09-16 13:58:51.741,353ms,18ms,0.0%,0,0,55.7 KB,3 KB
145,af/1224dd,64997,S3_param_sweep (143),COMPLETED,0,2019-09-16 13:58:51.780,396ms,17ms,0.0%,0,0,55.7 KB,2.9 KB
139,dd/51302b,65078,S3_param_sweep (137),COMPLETED,0,2019-09-16 13:58:51.818,362ms,17ms,0.0%,0,0,55.7 KB,3 KB
146,69/63c010,65267,S3_param_sweep (144),COMPLETED,0,2019-09-16 13:58:51.902,343ms,18ms,0.0%,0,0,55.6 KB,2.9 KB
141,f6/8cd520,65191,S3_param_sweep (139),COMPLETED,0,2019-09-16 13:58:51.855,400ms,17ms,0.0%,0,0,55.7 KB,3 KB
168,be/61e2f9,231973.hpcnode0,S4_santa (22),COMPLETED,0,2019-09-16 13:58:48.005,30.5s,8.7s,147.8%,271.6 MB,3.6 GB,26 MB,12.4 MB
169,37/dfc7fd,231974.hpcnode0,S4_santa (23),COMPLETED,0,2019-09-16 13:58:48.076,30.4s,8.2s,146.9%,261.8 MB,3.6 GB,26.7 MB,4.9 MB
174,a5/c63e7d,231979.hpcnode0,S4_santa (28),COMPLETED,0,2019-09-16 13:58:48.361,30.2s,7.5s,135.1%,249.8 MB,3.6 GB,26.1 MB,4.9 MB
175,90/46f01a,231980.hpcnode0,S4_santa (29),COMPLETED,0,2019-09-16 13:58:48.410,30.1s,10.1s,145.5%,289.1 MB,3.6 GB,26.1 MB,4.9 MB
176,f1/c35df5,231981.hpcnode0,S4_santa (30),COMPLETED,0,2019-09-16 13:58:48.460,30.1s,9s,125.8%,265 MB,3.4 GB,26.1 MB,12.4 MB
147,0e/ce40e1,231952.hpcnode0,S4_santa (1),COMPLETED,0,2019-09-16 13:58:46.789,36.7s,11.7s,125.7%,230 MB,3.4 GB,26 MB,507.1 KB
148,1c/308342,231953.hpcnode0,S4_santa (2),COMPLETED,0,2019-09-16 13:58:46.840,36.7s,11.3s,119.5%,282.3 MB,3.4 GB,26 MB,507 KB
149,24/f37ff9,231954.hpcnode0,S4_santa (3),COMPLETED,0,2019-09-16 13:58:46.891,36.6s,7.9s,117.6%,254.8 MB,3.5 GB,23.7 MB,4.9 MB
151,47/f05a5a,231956.hpcnode0,S4_santa (5),COMPLETED,0,2019-09-16 13:58:46.993,36.5s,11.3s,118.1%,288.5 MB,3.4 GB,23.7 MB,506.9 KB
152,75/649967,231957.hpcnode0,S4_santa (6),COMPLETED,0,2019-09-16 13:58:47.068,36.5s,11.7s,125.6%,287.4 MB,3.4 GB,23.7 MB,12.4 MB
154,1f/dd7f90,231959.hpcnode0,S4_santa (8),COMPLETED,0,2019-09-16 13:58:47.165,36.4s,11s,120.5%,272.4 MB,3.4 GB,23.7 MB,506.9 KB
156,6e/d179a2,231961.hpcnode0,S4_santa (10),COMPLETED,0,2019-09-16 13:58:47.267,36.3s,7.4s,119.3%,233.5 MB,3.4 GB,26 MB,506.8 KB
158,99/6d23e4,231963.hpcnode0,S4_santa (12),COMPLETED,0,2019-09-16 13:58:47.372,36.2s,11.5s,135.0%,281.7 MB,3.4 GB,25.6 MB,4.9 MB
159,36/27d0ab,231964.hpcnode0,S4_santa (13),COMPLETED,0,2019-09-16 13:58:47.433,36.1s,10.2s,125.7%,278.8 MB,3.4 GB,23.7 MB,506.7 KB
160,2f/5edf1b,231965.hpcnode0,S4_santa (14),COMPLETED,0,2019-09-16 13:58:47.495,36.1s,9.9s,135.5%,293.6 MB,3.4 GB,26 MB,4.9 MB
161,0b/d79581,231966.hpcnode0,S4_santa (15),COMPLETED,0,2019-09-16 13:58:47.588,36s,7.6s,117.2%,243.6 MB,3.4 GB,23.7 MB,507 KB
163,a6/51f2b4,231968.hpcnode0,S4_santa (17),COMPLETED,0,2019-09-16 13:58:47.732,35.8s,8.7s,150.3%,272.8 MB,3.6 GB,26 MB,12.4 MB
164,4c/82ae38,231969.hpcnode0,S4_santa (18),COMPLETED,0,2019-09-16 13:58:47.783,35.8s,10.4s,145.1%,275 MB,3.6 GB,26 MB,24.7 MB
165,9b/f837af,231970.hpcnode0,S4_santa (19),COMPLETED,0,2019-09-16 13:58:47.831,35.8s,12.5s,152.4%,294.8 MB,3.6 GB,26 MB,12.4 MB
166,cd/0eeb1e,231971.hpcnode0,S4_santa (20),COMPLETED,0,2019-09-16 13:58:47.882,35.7s,12.5s,158.8%,311.2 MB,3.6 GB,26 MB,24.7 MB
167,ab/cdd67a,231972.hpcnode0,S4_santa (21),COMPLETED,0,2019-09-16 13:58:47.929,35.7s,11.7s,151.6%,300.3 MB,3.6 GB,26 MB,12.4 MB
178,c3/c0c08d,231983.hpcnode0,S4_santa (32),COMPLETED,0,2019-09-16 13:58:48.560,35s,10s,133.3%,280.3 MB,3.4 GB,26.1 MB,24.7 MB
179,7b/c0bc83,231984.hpcnode0,S4_santa (33),COMPLETED,0,2019-09-16 13:58:48.607,35s,8.9s,128.3%,277 MB,3.4 GB,26.1 MB,12.4 MB
181,9d/984c42,231986.hpcnode0,S4_santa (35),COMPLETED,0,2019-09-16 13:58:48.711,34.9s,8.6s,124.5%,246.4 MB,3.4 GB,23.8 MB,4.9 MB
182,26/e5ed6f,231987.hpcnode0,S4_santa (36),COMPLETED,0,2019-09-16 13:58:48.759,34.9s,10.1s,127.5%,276.8 MB,3.4 GB,23.8 MB,24.7 MB
183,2d/801d85,231988.hpcnode0,S4_santa (37),COMPLETED,0,2019-09-16 13:58:48.806,34.8s,13s,135.8%,307.1 MB,3.4 GB,26.1 MB,24.7 MB
184,5d/a96b5a,231989.hpcnode0,S4_santa (38),COMPLETED,0,2019-09-16 13:58:48.857,34.8s,8.7s,132.2%,285.2 MB,3.4 GB,24.4 MB,12.4 MB
