mut,rec,seqLen,dualInf,rep,generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
0.000010,0.000010,2500,0.25,3,213,10000,0.6174257425742574,4.0,0.010986328125000007,0.23692892456054687,0.29296874999999994,6533,30.4804
0.010,0.0000010,5000,0.1,2,213,10000,116.90653465346534,239.0,1.49182591915772E-68,5.667343922227375E-54,5.406196106903217E-51,1,1798.0636
1.0E-7,0.000010,5000,0.25,2,213,10000,0.0,0.0,1.2431655704858718E-4,2.4855852416294516E-4,2.486331140971744E-4,9963,18.0229
0.000010,0.0000010,5000,0.1,2,213,10000,1.1287128712871286,4.0,0.012715657552083332,0.12680480745103404,0.16954210069444445,5094,58.0029
0.010,0.000010,2500,0.25,3,213,10000,100.99564356435644,184.0,2.4691808795056844E-62,1.55484627824731E-50,7.585323661841544E-48,1,1797.8725
0.0010,0.00010,1000,0.5,2,213,10000,29.7209900990099,49.0,7.031250000000019E-6,0.2020245812234157,1.0,10,200.892
0.0000010,1.0E-7,100,0.05,2,213,10000,0.039603960396039604,2.0,0.10000000000000002,0.9983850000000001,1.0,9651,24.3693
0.0000010,0.00010,2500,0,3,213,10000,0.039603960396039604,2.0,0.10000000000000002,0.9981150000000002,1.0,9796,32.3201
0.00010,0.0010,2500,0.5,1,213,10000,4.539009900990099,15.0,0.0034722222222222246,0.6159616512345212,0.8333333333333335,989,62.182
0.0000010,0.00010,2500,1,3,213,10000,0.0,0.0,0.025000000000000012,0.24968500000000005,0.25000000000000006,9866,9.525
0.000010,0.00010,5000,0.25,1,213,10000,0.6027722772277228,3.0,0.01736111111111114,0.3583110532407011,0.4166666666666672,6322,50.8521
0.0000010,0.00010,100,0.05,3,213,10000,0.019801980198019802,1.0,0.0023437499999999986,0.0234001171875,0.023437499999999993,9930,41.9743
0.00010,0.000010,5000,0.05,1,213,10000,3.9603960396039604,10.0,0.003616898148148153,0.32715961446879543,0.5787037037037037,793,68.9348
0.0000010,0.0010,1000,1,2,213,10000,1.192079207920792,3.0,0.0050862630208333365,0.051763237847217446,0.07629394531250001,3518,17.8056
0.0010,0.010,2500,0.05,2,213,10000,29.917623762376238,49.0,3.906250000000003E-5,0.20968102316318105,1.0,13,200.7292
0.00010,0.000010,1000,0.1,2,213,10000,3.2665346534653463,10.0,0.006103515624999995,0.2559411027696512,0.3906249999999996,1589,61.6087
0.0010,0.000010,5000,1,2,213,10000,25.554653465346533,52.0,1.017252604166666E-5,0.13972365401963108,0.694444444444444,22,201.2056
0.0010,0.000010,5000,1,3,213,10000,27.69108910891089,54.0,1.7578125000000002E-5,0.21425371664286308,1.0,12,200.5922
0.010,0.0010,100,1,1,213,10000,97.63861386138613,157.0,2.06230015064377E-67,8.744116009741905E-56,1.501721140806515E-52,1,1797.7114
0.0010,0.010,2500,0.05,3,213,10000,25.881980198019804,42.0,2.712673611111116E-5,0.08770970873469774,0.4340277777777779,17,201.0235
0.010,0.000010,1000,1,1,213,10000,62.45247524752475,95.0,3.580382205978641E-64,6.59815612983609E-53,5.005737136021798E-50,1,1797.4677
0.00010,0.000010,1000,0.1,3,213,10000,1.5904950495049506,7.0,0.008333333333333342,0.7277257870369824,1.0000000000000002,3701,64.734
0.0000010,0.00010,100,0.05,2,213,10000,0.0,0.0,0.075,0.7486387499999998,0.75,9902,45.0198
0.0000010,0.0010,1000,1,3,213,10000,0.13465346534653466,2.0,0.0011444091796875,0.011334095001220705,0.015258789062500002,9285,16.9755
1.0E-7,0.00010,5000,0.05,1,213,10000,0.0,0.0,0.017380714416503927,0.03475708365440369,0.03476142883300786,9986,0.0189
0.00010,0.0000010,1000,0.05,1,213,10000,1.6344554455445544,7.0,0.0014467592592592572,0.2515129243827364,0.5787037037037026,4488,72.2326
0.0000010,0.00010,2500,1,2,213,10000,0.0,0.0,0.03472222222222225,0.34590624999995856,0.3472222222222225,9920,47.8359
0.0010,0.00010,1000,0.5,3,213,10000,28.864356435643565,46.0,6.591796875000007E-6,0.20961317489087136,1.0000000000000007,18,200.9457
0.000010,1.0E-7,2500,0.5,1,213,10000,0.1782178217821782,2.0,0.01808449074074075,0.2372165758423447,0.24112654320987664,8540,43.725
0.0000010,0.00010,2500,0,2,213,10000,0.16396039603960397,1.0,0.026041666666666696,0.26717621527776303,0.3472222222222225,9112,29.204
0.0000010,1.0E-7,100,0.05,3,213,10000,0.039603960396039604,2.0,0.05625000000000003,0.5617096875,0.5625000000000001,9905,51.9549
0.0000010,0.0010,100,1,2,213,10000,0.09663366336633664,2.0,0.10000000000000002,0.9932912500000001,1.0,9529,17.7296
0.010,0.000010,2500,0.25,2,213,10000,75.03722772277227,117.0,2.0736378560560172E-65,8.425621634289044E-53,9.663852838007907E-50,1,1797.8389
0.000010,0.0000010,5000,0.1,3,213,10000,0.15841584158415842,2.0,0.00578703703703704,0.5693953510802567,0.5787037037037038,8892,31.7508
1.0E-7,0.000010,5000,0.25,3,213,10000,0.0,0.0,0.0703125,0.14060390625,0.140625,9983,0.0457
0.010,0.0000010,5000,0.1,3,213,10000,129.2659405940594,201.0,6.713216636210078E-68,6.0922058020719634E-55,3.649182372159651E-52,1,1797.5567
0.000010,0.000010,2500,0.25,2,213,10000,0.6811881188118812,4.0,0.10000000000000002,0.9849341666666669,1.0,7073,17.676
1.0E-7,1.0E-7,100,1,1,213,10000,0.0,0.0,0.09374999999999999,0.187490625,0.1875,9998,0.0061
0.0000010,0.00010,2500,0.05,2,213,10000,0.16712871287128714,2.0,0.023437500000000014,0.254666015625,0.46875000000000017,9051,8.4435
0.0010,0.00010,2500,0.05,2,213,10000,26.884158415841583,54.0,1.302083333333335E-5,0.17279041424141398,0.8333333333333339,17,200.8987
0.010,0.010,1000,0.1,3,213,10000,87.31188118811882,153.0,1.466524551568885E-69,1.403671494664969E-56,1.230209958548663E-53,1,1797.2689
0.010,0.010,5000,1,1,213,10000,119.23683168316832,181.0,1.1292171675864865E-87,6.372581629610074E-71,2.4391090819863876E-67,1,1797.9623
0.0010,0.0000010,100,1,3,213,10000,32.51544554455445,60.0,7.324218749999998E-6,0.2191859190818613,1.0,12,200.989
0.00010,0.0010,2500,1,3,213,10000,2.936237623762376,10.0,0.0026041666666666687,0.44486957103589714,0.6250000000000001,962,62.7024
1.0E-7,1.0E-7,1000,0.05,1,213,10000,0.03920792079207921,1.0,0.016954210069444454,0.03389203106915922,0.033908420138888895,9928,0.0816
0.010,0.010,5000,0,1,213,10000,70.65366336633663,112.0,1.5984945279708157E-82,6.084092151166249E-66,4.655952772670417E-63,1,1797.3825
0.00010,0.00010,5000,0.1,2,213,10000,3.4863366336633663,9.0,0.00578703703703704,0.5022222925508247,0.6944444444444446,1392,66.7203
0.00010,0.0010,2500,0.25,3,213,10000,5.366336633663367,12.0,0.005000000000000002,0.8587196666666689,1.0,341,58.1245
1.0E-7,1.0E-7,100,0.1,3,213,10000,0.0,0.0,3.315108187962328E-4,6.628393066421269E-4,6.630216375924657E-4,9987,24.0023
0.0000010,0.010,2500,0.5,3,213,10000,0.039603960396039604,2.0,0.01666666666666667,0.16644500000001974,0.16666666666666669,3523,3.0794
0.00010,0.000010,2500,1,1,213,10000,2.6441584158415843,10.0,0.005208333333333338,0.4389496545862459,0.5208333333333336,1834,64.2383
0.000010,0.0000010,1000,1,1,213,10000,1.754059405940594,6.0,0.016479492187500028,0.16354618835449222,0.2197265625000002,5073,41.8441
0.0010,1.0E-7,5000,0.25,2,213,10000,24.283960396039603,43.0,1.627604166666671E-6,0.17703285021644835,0.8333333333333339,10,201.2803
0.000010,1.0E-7,100,0.1,1,213,10000,1.855841584158416,7.0,0.0018626451492309546,0.03436986512194076,0.04967053731282547,5884,52.3084
0.0000010,0.010,5000,1,2,213,10000,0.5037623762376238,1.0,4.577636718749996E-4,0.005259078979492187,0.009155273437499995,3216,4.2717
0.0000010,0.000010,1000,0.05,3,213,10000,0.09861386138613862,2.0,0.10000000000000002,0.9985700000000001,1.0,9790,14.5153
0.00010,0.0000010,100,0.05,3,213,10000,3.735841584158416,10.0,0.0025000000000000005,0.8516524583333418,1.0000000000000002,1203,63.3214
0.0000010,0.0010,5000,0.05,1,213,10000,0.019801980198019802,1.0,5.029141902923594E-4,0.005021824501454831,0.00502914190292359,9773,32.1849
0.00010,0.000010,100,0.5,3,213,10000,5.65009900990099,13.0,0.002500000000000003,0.8585686718750025,1.0,254,60.3939
0.0000010,0.010,5000,0,2,213,10000,0.0,0.0,0.0416666666666667,0.41589722222216724,0.4166666666666669,9939,32.0955
1.0E-7,0.000010,100,0.05,2,213,10000,0.0,0.0,0.28125000000000006,0.374990625,0.375,9996,0.0104
0.000010,0.000010,100,0.25,3,213,10000,0.8388118811881188,4.0,0.024112654320987685,0.5118581211419843,0.5787037037037042,5162,50.3896
0.000010,0.000010,5000,0.05,3,213,10000,0.5386138613861386,6.0,0.02712673611111112,0.34849077389562283,0.43402777777777773,5635,54.4056
1.0E-7,0.000010,2500,0.05,2,213,10000,0.0,0.0,0.007324218750000003,0.014646240234375003,0.014648437500000007,9965,0.0275
0.010,0.000010,5000,0.05,3,213,10000,85.17128712871288,145.0,1.1123860302270958E-64,1.890096664787175E-53,1.8245911860798907E-50,1,1798.1573
0.00010,0.00010,100,0.05,1,213,10000,4.223960396039604,13.0,0.0025000000000000005,0.857049083333341,1.0,404,62.6817
0.000010,0.00010,2500,0.5,3,213,10000,0.6704950495049505,4.0,0.021701388888888895,0.23916015624999803,0.2604166666666667,5501,45.9754
0.0010,0.00010,5000,0.25,3,213,10000,18.00990099009901,43.0,3.814697265624994E-6,0.07235843066857009,0.5208333333333323,17,200.9769
0.0000010,0.00010,5000,0.25,3,213,10000,0.03920792079207921,1.0,0.042187500000000024,0.421197890625,0.4218750000000001,9873,38.0631
0.0010,1.0E-7,2500,0.1,3,213,10000,27.33861386138614,45.0,7.233796296296308E-6,0.12189470280941937,0.5787037037037039,12,201.196
0.010,0.000010,2500,1,2,213,10000,75.2839603960396,169.0,2.9001095868426176E-66,1.0673339099437791E-54,1.3839862033672447E-51,1,1797.3645
0.000010,0.00010,100,1,2,213,10000,0.5497029702970297,3.0,0.07500000000000002,0.9844050000000003,1.0,6869,18.0836
0.00010,0.000010,2500,0.25,1,213,10000,5.401782178217822,12.0,0.010000000000000004,0.8535388819444457,1.0,322,58.2073
0.010,0.000010,2500,0.1,3,213,10000,73.5049504950495,107.0,1.3363704976171579E-64,8.496918750269771E-54,8.968230597820265E-51,1,1796.9206
0.000010,0.00010,2500,0.05,1,213,10000,0.3722772277227723,6.0,0.011444091796875014,0.13515573120117189,0.1831054687500002,8626,47.0925
1.0E-7,0.000010,5000,0.1,1,213,10000,0.9378217821782178,2.0,0.0014483928680419933,0.012990297675132755,0.014483928680419936,6916,17.6312
1.0E-7,0.0010,100,0.25,2,213,10000,0.0,0.0,0.375,0.74985,0.75,9619,0.2899
0.0010,1.0E-7,100,0.1,2,213,10000,18.72118811881188,33.0,1.0172526041666695E-5,0.09123429075426656,0.520833333333334,11,200.4836
0.0010,0.0000010,1000,0.05,2,213,10000,19.18158415841584,37.0,4.577636718749983E-5,0.10646013327622589,0.5208333333333317,9,201.3207
0.0000010,0.00010,1000,1,1,213,10000,0.0,0.0,0.05625000000000003,0.5614115624999999,0.5625000000000001,9874,30.2091
0.0010,0.010,5000,0.25,2,213,10000,18.714653465346533,33.0,8.680555555555572E-6,0.14425780730705481,0.6944444444444445,8,201.1192
0.0000010,0.00010,1000,0,1,213,10000,0.039603960396039604,2.0,0.10000000000000002,0.9906233333333334,1.0,9797,47.5396
0.0010,0.010,100,0.1,1,213,10000,22.203366336633664,38.0,1.6276041666666643E-5,0.11146166614491265,0.5208333333333334,14,201.193
0.010,0.000010,100,0.1,1,213,10000,97.79742574257426,166.0,6.372311103902666E-67,1.9306731487818946E-54,2.703098053451834E-51,1,1796.8815
0.0000010,0.00010,5000,0.1,1,213,10000,0.039603960396039604,2.0,0.023437500000000024,0.23388535156250004,0.2343750000000002,9846,38.1047
1.0E-7,0.010,5000,0.25,1,213,10000,0.0,0.0,0.05149841308593754,0.06865940093994141,0.06866455078125004,8355,1.8991
0.00010,0.000010,1000,1,2,213,10000,4.634455445544554,16.0,0.007500000000000004,0.8554568958333346,1.0,1209,58.7901
0.000010,0.0000010,5000,0.05,1,213,10000,0.9528712871287128,7.0,0.016276041666666668,0.31277121649850864,0.4340277777777779,8267,57.1403
0.0010,0.0010,100,0.25,1,213,10000,36.68831683168317,61.0,4.687500000000004E-5,0.21713818585815406,1.0,14,201.0072
0.000010,0.0010,5000,1,2,213,10000,1.6225742574257427,6.0,0.0036168981481481464,0.07489858686449023,0.11574074074074078,4557,42.6467
0.0010,1.0E-7,2500,0.05,3,213,10000,17.621584158415843,31.0,8.23974609375E-6,0.13098221918586445,0.6249999999999993,13,201.1943
0.00010,0.0010,5000,0.05,2,213,10000,6.618613861386138,15.0,0.010000000000000004,0.8569609305555583,1.0,355,57.8266
0.010,0.0010,2500,0.5,3,213,10000,76.31564356435644,148.0,5.893633260870784E-66,2.0681201172213806E-54,1.3183834432321775E-51,1,1797.4357
0.0010,0.0000010,2500,0.5,2,213,10000,28.285940594059404,45.0,1.8084490740740787E-5,0.07435457197432553,0.34722222222222293,27,200.9258
0.000010,0.010,2500,1,3,213,10000,0.9481188118811881,4.0,0.0018838011188271604,0.19685617559401594,0.30140817901234573,4683,27.604
0.00010,0.010,2500,0.1,1,213,10000,2.0776237623762377,9.0,0.004340277777777781,0.4960399687339532,0.6944444444444444,3233,70.2616
0.0010,1.0E-7,100,1,3,213,10000,25.10059405940594,45.0,1.5258789062500034E-5,0.10767559228403802,0.5208333333333337,10,201.0514
0.000010,0.0000010,2500,1,2,213,10000,1.7786138613861386,7.0,0.0047683715820312535,0.09815088113149133,0.16954210069444445,5999,53.731
0.000010,1.0E-7,1000,0.25,3,213,10000,0.4637623762376238,2.0,0.10000000000000002,0.983264166666667,0.9999999999999999,7800,36.352
0.0010,1.0E-7,100,1,1,213,10000,35.80574257425742,60.0,4.634857177734382E-5,0.2107362349511326,1.0,21,201.0283
0.000010,1.0E-7,1000,0.25,1,213,10000,0.33623762376237626,3.0,0.07500000000000002,0.9826587500000001,1.0,8541,41.5151
0.0000010,1.0E-7,5000,0.1,2,213,10000,0.4392079207920792,2.0,0.011302806712962967,0.11790127224393059,0.15070408950617284,7464,26.6558
0.010,0.00010,5000,0.5,2,213,10000,59.39128712871287,96.0,2.3441886748409872E-85,1.3941271622854676E-69,1.6002994686912393E-66,1,1797.7478
0.010,0.0010,2500,0.5,1,213,10000,90.41524752475247,126.0,3.258943447930937E-63,1.7427248493233826E-52,5.695416474762983E-50,1,1797.5888
0.000010,0.0000010,100,0.05,2,213,10000,0.8,4.0,0.07500000000000002,0.9853800000000003,1.0,4788,12.3298
0.0000010,0.000010,100,0.5,2,213,10000,0.07920792079207921,2.0,0.03750000000000001,0.374389375,0.37500000000000006,9754,15.645
0.010,0.0000010,100,0.05,2,213,10000,65.57069306930693,107.0,1.5417578394780623E-83,1.7195339902197114E-68,1.515609626520365E-65,1,1798.1525
0.00010,0.010,2500,0.1,3,213,10000,2.610693069306931,9.0,0.0026041666666666665,0.34861454399957,0.5208333333333334,2487,68.8483
1.0E-7,1.0E-7,2500,0.1,2,213,10000,0.0,0.0,0.009419005594135804,0.01883659833743293,0.01883801118827161,9997,0.0129
0.0010,0.000010,100,0.25,2,213,10000,27.01247524752475,44.0,4.882812500000002E-6,0.10883804429315641,0.5208333333333333,15,200.1791
0.0000010,0.000010,100,0.25,2,213,10000,0.019801980198019802,1.0,0.0014128508391203693,0.014129049984026745,0.028257016782407395,9880,37.0918
0.000010,0.010,2500,1,1,213,10000,0.6079207920792079,4.0,0.05000000000000001,0.9858829166666668,1.0,1069,18.2664
0.00010,0.0010,1000,1,2,213,10000,3.5401980198019802,9.0,0.0026041666666666687,0.5959352044752619,0.6944444444444446,1407,63.6802
0.000010,0.0000010,5000,0.05,3,213,10000,0.29544554455445543,2.0,0.10000000000000002,0.9846750000000005,1.0,4724,26.6684
1.0E-7,0.00010,1000,0.1,2,213,10000,0.0,0.0,0.28125000000000006,0.562415625,0.5625,9992,0.025
0.000010,0.010,1000,0.05,2,213,10000,0.09861386138613862,2.0,0.08333333333333337,0.9852175000000006,1.0,6664,47.2478
0.0010,1.0E-7,2500,0.05,1,213,10000,16.765940594059405,39.0,1.3732910156249999E-5,0.11132502304377367,0.5208333333333335,8,201.0866
0.0010,0.0010,100,0.25,3,213,10000,30.894257425742573,58.0,1.62760416666667E-5,0.09200538072679867,0.4340277777777783,9,200.9446
0.0000010,0.0010,2500,0.25,2,213,10000,0.09861386138613862,2.0,0.23437500000000003,0.46813671875000007,0.46875000000000006,9611,15.627
0.0000010,0.00010,5000,0.1,3,213,10000,0.07920792079207921,2.0,0.07500000000000002,0.7486087499999999,0.75,9646,1.0332
0.010,0.000010,100,0.1,3,213,10000,111.80336633663366,190.0,1.8560701355792432E-64,2.351395440060544E-52,2.4300443625652893E-49,1,1797.2132
1.0E-7,0.010,5000,0.25,3,213,10000,0.019801980198019802,1.0,8.486676961183558E-6,8.484003657940776E-5,8.486676961183552E-5,6340,0.367
0.0000010,0.00010,1000,1,3,213,10000,0.039603960396039604,2.0,0.031250000000000014,0.3118953125,0.31250000000000006,9900,19.1582
0.0010,0.010,100,0.1,3,213,10000,34.713465346534655,58.0,3.125000000000005E-5,0.2083548531053328,1.0,15,200.6256
0.0000010,0.00010,1000,0,3,213,10000,1.0685148514851486,4.0,0.017361111111111126,0.17336545138886789,0.17361111111111122,5182,24.3966
0.010,0.000010,2500,0.1,1,213,10000,99.12019801980198,144.0,3.222343985381037E-66,1.5318523195441629E-55,1.4400262889277432E-52,1,1797.3891
0.00010,0.0000010,5000,0.1,2,213,10000,4.022178217821782,13.0,0.01562500000000002,0.7111094618055006,0.8333333333333337,972,62.3634
0.00010,0.000010,2500,0.25,3,213,10000,5.231683168316832,14.0,0.010000000000000004,0.8516830416666682,1.0,375,58.5603
1.0E-7,0.000010,5000,0.1,3,213,10000,0.019801980198019802,1.0,0.28125000000000006,0.562415625,0.5625,9985,0.0472
1.0E-7,0.00010,2500,0.25,2,213,10000,0.260990099009901,2.0,1.4733814168721382E-5,3.0214632715797045E-5,3.5361154004931396E-5,8529,3.2621
